Mountain,1, ,"Kelati, Weini", 19:15.0,,New Mexico,19,15
Mountain,2, ,"Kurgat, Ednah", 19:31.7,,New Mexico,19,31
Mountain,3, ,"Birk, Erica", 19:34.9,,BYU,19,34
Mountain,4, ,"Smith, Jaci", 19:44.1,,Air Force,19,44
Mountain,5, ,"Nickerson, Angie", 19:57.6,,Southern Utah,19,57
Mountain,6, ,"Jones, Dani", 20:01.3,,Colorado,20,1
Mountain,7, ,"Morley, Makena", 20:01.4,,Colorado,20,1
Mountain,8, ,"Scholl, Tabor", 20:01.5,,Colorado,20,1
Mountain,9, ,"Wayment, Courtney", 20:01.7,,BYU,20,1
Mountain,10, ,"Cheruiyot, Linda", 20:05.1,,Texas-El Paso,20,5
Mountain,11, ,"Prouse, Charlotte", 20:05.5,,New Mexico,20,5
Mountain,12, ,"Cohen, Adva", 20:05.6,,New Mexico,20,5
Mountain,13, ,"Koech, Winny", 20:10.1,,Texas-El Paso,20,10
Mountain,14, ,"Constien, Val", 20:17.9,,Colorado,20,17
Mountain,15, ,"Martin, Emily", 20:18.4,,New Mexico,20,18
Mountain,16, ,"Eckel, Sophie", 20:19.2,,New Mexico,20,19
Mountain,17, ,"Simmons, Cierra", 20:25.0,,Utah State,20,25
Mountain,18, ,"Tuttle, Tayler", 20:26.0,,Colorado,20,26
Mountain,19, ,"Caldwell, Mackenzie", 20:26.6,,Colorado,20,26
Mountain,20, ,"Camp, Anna", 20:30.6,,BYU,20,30
Mountain,21, ,"Dobbs, Hiley", 20:30.8,,Nevada-Reno,20,30
Mountain,22, ,"Bries, Jesselyn", 20:38.0,,Northern Arizona,20,38
Mountain,23, ,"Hoj, Olivia", 20:42.5,,BYU,20,42
Mountain,24, ,"Mettler, Maria", 20:43.9,,Air Force,20,43
Mountain,25, ,"Feeny, Sarah", 20:46.6,,Utah,20,46
Mountain,26, ,"Snyder, Alyssa", 20:49.5,,Utah State,20,50
Mountain,27, ,"Ness, Bailey", 20:52.3,,Colorado State,20,52
Mountain,28, ,"Lasota, Kelsi", 20:52.5,,Montana State,20,52
Mountain,29, ,"Pray, Alison", 20:54.0,,Southern Utah,20,54
Mountain,30, ,"Musselman, Sara", 20:55.1,,BYU,20,55
Mountain,31, ,"Thompson, Lexie", 20:55.2,,Weber State,20,55
Mountain,32, ,"Behunin, Hannah", 20:56.0,,Northern Arizona,20,56
Mountain,33, ,"Chepkosgei, Carolyne", 20:57.0,,Texas-El Paso,20,57
Mountain,34, ,"Fruchey, Madison", 20:59.0,,Southern Utah,20,59
Mountain,35, ,"Harper, Summer", 20:59.7,,Weber State,20,59
Mountain,36, ,"Ortega, Stefanie", 21:01.0,,Nevada-Reno,21,1
Mountain,37, ,"Bock, Ashley", 21:01.8,,Wyoming,21,1
Mountain,38, ,"Tomasula-Marti, Lily", 21:03.6,,Colorado State,21,4
Mountain,39, ,"Frentheway, Aubrey", 21:03.8,,BYU,21,4
Mountain,40, ,"Koch, Lindsey", 21:05.6,,Colorado,21,6
Mountain,41, ,"Dimick, Sharlie", 21:09.6,,Southern Utah,21,10
Mountain,42, ,"Samuel, Swathi", 21:10.6,,Air Force,21,11
Mountain,43, ,"Brady, Teri", 21:10.9,,Air Force,21,11
Mountain,44, ,"Nuttall, Hannah", 21:12.6,,New Mexico,21,13
Mountain,45, ,"Mitchem, Katelyn", 21:13.2,,Wyoming,21,13
Mountain,46, ,"Navarrete-Lamas, Julieta", 21:14.0,,Southern Utah,21,14
Mountain,47, ,"Woolnough, Cara", 21:14.2,,Utah,21,14
Mountain,48, ,"Hanson, Jessa", 21:15.0,,Northern Arizona,21,15
Mountain,49, ,"Lawrence, Abby", 21:15.4,,Weber State,21,15
Mountain,50, ,"Eitel, Pipi", 21:16.4,,Northern Arizona,21,16
Mountain,51, ,"Branch, Hannah", 21:16.8,,Utah Valley Univ,21,16
Mountain,52, ,"Sickler, Lindsey", 21:17.9,,Nevada-Reno,21,17
Mountain,53, ,"McGovern, Rachel", 21:19.8,,Idaho State,21,19
Mountain,54, ,"Rivera, Micaela", 21:20.4,,Utah State,21,20
Mountain,55, ,"Dominguez, Jessica", 21:20.7,,New Mexico State,21,20
Mountain,56, ,"Williams, Isabella", 21:21.9,,Utah,21,21
Mountain,57, ,"Blanks, Lindsey", 21:22.0,,Air Force,21,22
Mountain,58, ,"Ryan, Megan", 21:23.7,,Utah State,21,23
Mountain,59, ,"Kallner, Ali", 21:24.5,,Colorado State,21,24
Mountain,60, ,"Pratt, Michelle", 21:24.7,,Weber State,21,24
Mountain,61, ,"Maness, Gillian", 21:25.0,,Montana State,21,25
Mountain,62, ,"Melvin, Shannon", 21:26.2,,Northern Arizona,21,26
Mountain,63, ,"Oliver, Layne", 21:29.4,,Montana State,21,29
Mountain,64, ,"Neuberger, Savannah", 21:29.8,,Utah Valley Univ,21,29
Mountain,65, ,"Quistorff, Solana", 21:30.4,,Wyoming,21,30
Mountain,66, ,"Trotter, Roxy", 21:30.6,,Colorado State,21,30
Mountain,67, ,"Givens, Josie", 21:30.9,,Utah State,21,30
Mountain,68, ,"Mitchell, Marlee", 21:31.5,,Weber State,21,31
Mountain,69, ,"Kill, Jenna", 21:31.7,,Air Force,21,31
Mountain,70, ,"Doner, Kacey", 21:32.0,,Wyoming,21,32
Mountain,71, ,"Kelderman, Samantha", 21:32.8,,Montana State,21,32
Mountain,72, ,"Bailey, Jessica", 21:35.7,,Montana,21,35
Mountain,73, ,"Melendrez, Alexis", 21:36.1,,Nevada-Reno,21,36
Mountain,74, ,"Engebretsen, Samantha", 21:37.7,,Montana,21,37
Mountain,75, ,"Porcaro, Morgan", 21:38.4,,Southern Utah,21,38
Mountain,76, ,"Zwahlen, Maggie", 21:38.5,,Utah Valley Univ,21,38
Mountain,77, ,"Wassum, Sadie", 21:41.1,,Utah,21,41
Mountain,78, ,"Dala, Seselia", 21:43.0,,Texas Tech,21,43
Mountain,79, ,"Brooks, Madelyn", 21:46.2,,BYU,21,46
Mountain,80, ,"Kauffman, Maddy", 21:46.8,,Southern Utah,21,46
Mountain,81, ,"Land, Cassi", 21:49.2,,Northern Arizona,21,49
Mountain,82, ,"Kresl, Elana", 21:49.7,,New Mexico State,21,49
Mountain,83, ,"Person, Emily", 21:51.2,,Wyoming,21,51
Mountain,84, ,"Yescas, Julia", 21:52.0,,New Mexico State,21,52
Mountain,85, ,"Sargent, Cammy", 21:52.3,,Northern Colorad,21,52
Mountain,86, ,"Johnston, Samantha", 21:53.9,,Idaho State,21,53
Mountain,87, ,"Sondag, Ashley", 21:54.8,,Idaho State,21,54
Mountain,88, ,"Lynch, Kami", 21:55.0,,Utah Valley Univ,21,55
Mountain,89, ,"Ryan, Sophie", 21:56.7,,Utah,21,56
Mountain,90, ,"Gonzales, Ivy", 21:57.0,,Colorado State,21,57
Mountain,91, ,"Hanson, Corinne", 21:58.5,,New Mexico State,21,58
Mountain,92, ,"Rasmussen, Delaney", 21:58.9,,Northern Arizona,21,58
Mountain,93, ,"Leonard, Kiah", 21:59.4,,Wyoming,21,59
Mountain,94, ,"Kreutz, Macy", 22:00.5,,Colorado State,22,0
Mountain,95, ,"Olsen, Molly", 22:01.8,,Idaho State,22,1
Mountain,96, ,"Salazar, Leah", 22:04.6,,New Mexico State,22,4
Mountain,97, ,"Powell, Kennedy", 22:05.1,,Utah,22,5
Mountain,98, ,"Graham, Aisha", 22:06.3,,Utah Valley Univ,22,6
Mountain,99, ,"Vandepol, Regan", 22:06.9,,Wyoming,22,7
Mountain,100, ,"Melaney, Mazzie", 22:08.5,,Utah Valley Univ,22,8
Mountain,101, ,"Glockner, Kathleen", 22:09.2,,Montana State,22,9
Mountain,102, ,"Miller, Michayla", 22:10.1,,Weber State,22,10
Mountain,103, ,"Hickey, Bethany", 22:10.8,,Idaho State,22,10
Mountain,104, ,"Walford, Tabatha", 22:13.9,,Nevada-Reno,22,13
Mountain,105, ,"Gibbons, Grace", 22:14.3,,Utah State,22,14
Mountain,106, ,"Anderson, Jenna", 22:16.5,,Colorado State,22,16
Mountain,107, ,"Quintero, Stephanie", 22:17.9,,New Mexico State,22,17
Mountain,108, ,"Dutson, Tavia", 22:19.5,,Utah State,22,19
Mountain,109, ,"Williams, Isabella", 22:26.3,,Weber State,22,26
Mountain,110, ,"Hansis, Mikaela", 22:27.2,,Northern Colorad,22,27
Mountain,111, ,"Offerman, Lauren", 22:27.9,,Texas Tech,22,27
Mountain,112, ,"Hamilton, Madeline", 22:30.0,,Montana,22,30
Mountain,113, ,"Nance, Bret Leigh", 22:30.1,,Texas Tech,22,30
Mountain,114, ,"Anderson, Alaina", 22:33.6,,Northern Colorad,22,33
Mountain,115, ,"Kirkpatrick, Kelli", 22:33.8,,New Mexico State,22,33
Mountain,116, ,"Wylie, Hannah", 22:35.1,,Montana,22,35
Mountain,117, ,"Burns, Shanna", 22:35.7,,Air Force,22,35
Mountain,118, ,"Simison, Erica", 22:40.7,,Montana,22,40
Mountain,119, ,"Kennedy, Cami", 22:41.9,,Northern Colorad,22,41
Mountain,120, ,"Ka, Binta", 22:43.2,,Texas Tech,22,43
Mountain,121, ,"Palladino, Shannon", 22:43.3,,Nevada-Reno,22,43
Mountain,122, ,"Linford, Abby", 22:45.8,,Utah Valley Univ,22,45
Mountain,123, ,"Thompson, Alicia", 22:47.8,,Northern Colorad,22,47
Mountain,124, ,"Martinez, Jazmyn", 22:52.5,,Texas Tech,22,52
Mountain,125, ,"Lopez, Arianna", 22:58.7,,Texas Tech,22,58
Mountain,126, ,"Torrey, Rachel", 23:02.1,,Montana,23,2
Mountain,127, ,"Tatum, Alyssa", 23:12.1,,Northern Colorad,23,12
Mountain,128, ,"MacDonald, Molly", 23:29.2,,Montana State,23,29
Mountain,129, ,"Herrera, Jordan", 23:38.0,,Northern Colorad,23,38
Mountain,130, ,"Orr, Alex", 23:44.9,,Idaho State,23,44
Mountain,131, ,"Halloran, Allison", 24:00.6,,Texas Tech,24,0
Mountain,132, ,"Alicke, Laura", 24:05.7,,Idaho State,24,5
Mountain,133, ,"Lucero, Andrea", 24:49.9,,Texas-El Paso,24,49
Mountain,134, ,"White, Destiny", 26:35.5,,Texas-El Paso,26,55
